"DateTime","Txn#","Action","Asset","AssetType","Segment","Quantity","Price","NotionalValue","Status","StatusNote","Rationale","RowHash"
"2025-06-22T16:18:33Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T16:33:54Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T16:48:03Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T17:03:29Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T17:18:33Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T17:33:31Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T17:48:10Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T18:03:41Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T18:19:01Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T18:35:26Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T18:48:25Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T19:03:13Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T19:18:22Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T19:34:00Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T19:48:16Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T20:03:30Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T20:18:11Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T20:33:41Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T20:48:37Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T21:03:05Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T21:18:03Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T21:33:08Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T21:48:25Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T22:03:09Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T22:18:39Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T22:33:37Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T22:38:36Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T22:48:58Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T23:03:32Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T23:18:16Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T23:33:07Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-22T23:48:23Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T00:03:53Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T00:18:21Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T00:34:11Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T00:48:05Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T01:03:43Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T01:19:08Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T01:33:32Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T01:49:40Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T02:03:22Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T02:18:28Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T02:33:39Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
"2025-06-23T02:48:37Z","","Price Update","Updated Holdings with Yahoo Finance, BrueggerPortfolio with GOOGLEFINANCE for USDCHF=X, EURUSD=X, GBPUSD=X, GC=F, NASDAQ:TEM, NASDAQ:TMDX, NYSE:AEM, NASDAQ:APP, NYSE:SE, NYSE:PAAS, NASDAQ:STX, NASDAQ:MELI, NYSE:VST, NYSE:HL, NASDAQ:VRNA, NYSE:UBER, NASDAQ:NTRA, NYSEAMERICAN:ORLA, NASDAQ:PRCH, NYSE:SMR, NYSE:TEVA, NASDAQ:INSM, OTCMKTS:HESAY","updateHoldingsPrices","","","","","","","",""
